Date_Time,DO_mg/L,DOsat,Temp _DegC,pH,Cond_uS/cm,TSS_mg/L,Turbidity_ntu,FP_mg/L,TP_mg/L,NH_mg/L,NOx_mg/L,TKN_mg/L,TN_mg/L,TOC_mg/L,DOC_mg/L,Chla_mg/m3,SiO2_mg/L,ENT_cfu/100mL,FC_cfu/100mL
27/06/1995,10,,10.2,7.2,41,5,10,0.006,,0.02,1.62,,1.93,, ,8.1,6.139037433,,20
04/07/1995,,,10.8,7.3,41,,,,,0.01,,,3.33,, ,2.7,,,15
04/07/1995,9,,10.8,7.3,41,4,8,0.006,,0.01,2.99,,3.33,, ,2.7,6.07486631,,14
11/07/1995,,,9.7,7.2,44,,,,,0.01,,,4.24,, ,3.9,,,15
11/07/1995,10,,9.7,7.2,44,2,5,0.008,,0.01,3.38,,4.24,, ,3.9,6.096256684,,14
20/07/1995,,,11.3,7.2,47,,,,,0.01,,,4.28,, ,13.1,,,17
20/07/1995,10,,11.3,7.2,47,3,3,0.013,,0.01,4.16,,4.28,, ,13.1,5.711229947,,16
25/07/1995,,,10.5,7.4,46,,,,,0.01,,,4.48,, ,11.4,,,5
25/07/1995,10,,10.5,7.4,46,3,4,0.01,,0.01,3.76,,4.48,, ,11.4,5.048128342,,4
03/08/1995,,,10.1,8,42,,,,,0.02,,,3.12,, ,14.4,,,9
03/08/1995,11,,10.1,8,42,2,3,0.004,,0.02,2.73,,3.12,, ,14.4,4.235294118,,8
08/08/1995,,,10.5,7.9,44,,,,,0.01,,,6.36,, ,9.4,,,3
08/08/1995,11,,10.5,7.9,44,2,2,0.002,,0.01,3.58,,6.36,, ,9.4,4.320855615,,2
16/08/1995,,,,,,,,,,,,,,, ,,,,
22/08/1995,,,,,,,,,,,,,,, ,,,,
24/08/1995,,,14.9,8.6,44,,,,,0.28,,,3.29,, ,25.9,,,33
29/08/1995,,,,,,,,,,,,,,, ,,,,
06/09/1995,,,,,,,,,,,,,,, ,,,,
12/09/1995,,,,,,,,,,,,,,, ,,,,
19/09/1995,10,,19.4,8.1,54,2,3,0.006,,0.26,3.41,,3.84,, ,8.1,2.56684492,,2
26/09/1995,,85,12.8,6.91,10.5,,,,,0.08,0.37,,1.42,, ,1.8,,,10000
26/09/1995,,85,12.8,6.91,10.5,,,,,0.07,0.37,,1.36,, ,,,,16000
26/09/1995,9,,12.8,6.9,10,67,122,0.068,,0.08,0.37,,1.42,, ,1.8,5.390374332,,10000
03/10/1995,7,,17.4,6.8,20,10,26,0.023,,0.24,0.62,,1.27,, ,8,6.502673797,,88
10/10/1995,,,,,,,,,,,,,,, ,,,,
17/10/1995,10,,23.1,8.1,44,4,4,0.006,,0.02,0.74,,1.29,, ,11.2,5.882352941,,16
25/10/1995,7,,19.4,7.3,49,6,6,0.01,,0.02,3.02,,3.28,, ,12.2,5.946524064,,82
01/11/1995,7,,19.4,7.6,41,8,7,0.012,,0.02,1.08,,1.78,, ,18,4.577540107,,22
07/11/1995,,,,,,,,0.01,0.037,0.01,1.72,,2.34,, ,18.3,,,34
07/11/1995,,,,,,7,,0.008,0.03,0.02,1.73,,2.14,, ,21,2.3,,22
14/11/1995,,,,,,,,,,,,,,, ,,,,
15/11/1995,,,,,,5,,0.004,0.018,0.04,2.35,,2.92,, ,3.9,2.43,,18
21/11/1995,,,,,,,,,,,,,,, ,,,,
24/11/1995,,,,,,,,0.01,0.046,0.04,1.68,,2.26,, ,20.6,,,500
24/11/1995,,,,,,14,,0.01,0.049,0.05,1.69,,2.37,, ,20.3,2.97,,760
30/11/1995,,,,,,9,,0.006,0.031,0.01,0.65,,1.25,, ,35.2,0.05,,40
05/12/1995,,,,,,,,0.011,0.05,0.01,0.02,,0.67,, ,30.4,,,74
05/12/1995,,,,,,,,,,,,,,, ,,,,
05/12/1995,,,,,,18,,0.009,0.057,0.06,0.03,,0.62,, ,33.9,0.05,,42
12/12/1995,,,,,,5,,0.017,0.028,0.02,0.33,,0.79,, ,11.1,1.71,,140
18/12/1995,,,,,,6,,0.009,0.027,0.01,0.16,,0.68,, ,11.4,1.38,,32
28/12/1995,,,,,,1,,0.008,0.015,0.03,1.33,,1.75,, ,4.2,1.82,,8
05/01/1996,,,,,,2,,0.01,0.035,0.01,1.92,,2.38,, ,11.5,2.16,,360
11/01/1996,,,,,,11,,0.012,0.044,0.01,0.05,,0.67,, ,25.1,1.84,,100
16/01/1996,,,,,,,,0.009,0.028,0.01,0.01,,0.66,, ,12.3,,,12
16/01/1996,,,,,,,,,,,,,,, ,,,,
16/01/1996,,,,,,5,,0.009,0.029,0.02,0.01,,0.75,, ,15.9,0.77,,26
23/01/1996,,,,,,5,,0.021,0.04,0.02,1.58,,2.22,, ,33.7,2.34,,76
01/02/1996,,,,,,2,,0.011,0.025,0.02,0.78,,1.31,, ,9.1,1.83,,88
06/02/1996,,,,,,,,,,,,,,, ,,,,
06/02/1996,,,,,,2,,0.01,0.02,0.02,1.55,,2.23,, ,10.6,1.78,,20
13/02/1996,,,,,,,,0.013,0.038,0.04,1.35,,1.93,, ,15.6,,,52
13/02/1996,,,,,,6,,0.012,0.028,0.04,1.37,,1.86,, ,17.9,1.74,,56
22/02/1996,,,,,,1,,0.012,0.032,0.02,1.5,,2.39,, ,9.1,1.44,,14
28/02/1996,,,,,,3,,0.008,0.019,0.01,1.13,,1.65,, ,11.7,1.38,,14
05/03/1996,,,,,,2,,0.008,0.016,0.05,1.29,,1.66,, ,2.5,1.4,,24
12/03/1996,,,,,,,,0.004,0.023,0.08,1.17,,1.81,, ,6.4,,,12
12/03/1996,,,,,,4,,0.002,0.018,0.09,1.17,,1.63,, ,5.7,1.16,,6
22/03/1996,,,,,,5,,0.007,0.047,0.03,1.38,,2.12,, ,14.9,0.55,,34
28/03/1996,,,,,,,,,,,,,,, ,,,,
28/03/1996,,,,,,2,,0.003,0.02,0.01,1.84,,2.29,, ,13.3,0.27,,30
02/04/1996,,,,,,5,,0.006,0.023,0.08,1.58,,2.46,, ,11.5,0.25,,6
04/04/1996,6,,21.5,7.9,73,5,5,0.006,,0.08,1.58,,2.46,, ,11.5,0.534759358,,6
10/04/1996,,,,,,5,,0.005,0.021,0.1,1.97,,2.82,, ,8.9,0.39,,26
16/04/1996,6,,18.5,7.4,77,3,4,0.007,,0.15,3.12,,3.39,, ,8.2,0.983957219,,82
17/04/1996,,,,,,3,,0.007,0.021,0.15,3.12,,3.39,, ,8.2,0.46,,82
23/04/1996,,,,,,3,,0.009,0.022,0.04,5.9,,6.15,, ,14.7,0.05,,6
30/04/1996,10,,20.8,7.8,83.3,2,3.13,0.006,,0.03,5.34,,6.73,, ,13,0.213903743,,8
03/05/1996,,,,,,2,,0.006,0.024,0.03,5.34,,6.73,, ,13,0.05,,8
07/05/1996,,,,,,,,,,0.093,0.455,,1.01,, ,,,56,500
07/05/1996,,75.5,18.5,7.41,61.9,,,,,0.083,0.451,,0.97,, ,,,52,600
07/05/1996,7,,18.5,7.4,61.9,9,14.6,0.024,,0.083,0.453,,0.96,, ,2.7,6.56684492,,700
10/05/1996,,,,,,9,,0.024,0.049,0.083,0.453,,0.96,, ,2.7,3.07,,700
17/05/1996,,,,,,11,,0.017,0.052,0.18,1.32,,1.94,, ,16.2,3.56,,22
21/05/1996,,,,,,,,,,,,,,, ,,,,
21/05/1996,,,,,,7,,0.013,0.043,0.09,1.16,,2.16,, ,21.6,3.61,,22
28/05/1996,,,,,,5,,0.011,0.032,0.02,2.89,,3.12,, ,26.8,3.31,,14
04/06/1996,,,,,,5,,0.011,0.03,0.03,3.52,,3.7,, ,29.9,3.04,,24
14/06/1996,,,,,,6,,0.008,0.028,0.04,3.1,,3.77,, ,27.8,2.93,,18
18/06/1996,,,,,,4,,0.008,0.023,0.1,3.1,,3.33,, ,16.7,3.02,,20
25/06/1996,,,,,,5,,0.01,0.025,0.02,3.32,,3.74,, ,24.5,3.18,,22
04/07/1996,,,,,,7,,0.013,0.04,0.03,2.95,,3.83,, ,25.4,3.01,,6
04/07/1996,,,,,,,,,,,,,,, ,,,,
12/07/1996,,,,,,6,,0.013,0.062,0.03,2.8,,3.22,, ,49.8,2.34,,8
12/07/1996,,,,,,,,,,,,,,, ,,,,
15/07/1996,,,,,,,,,,,,,,, ,,,,
16/07/1996,,,,,,,,,,,,,,, ,,,,
22/07/1996,,,,,,,,,,,,,,, ,,,,
23/07/1996,,,,,,4,,0.001,0.043,0.04,4.13,,4.26,, ,51.1,2.07,,1
23/07/1996,,,,,,,,,,,,,,, ,,,,
30/07/1996,,,,,,5,,0.008,0.037,0.12,2.95,,3.13,, ,14,1.98,,800
30/07/1996,,,,,,,,,,,,,,, ,,,,
09/08/1996,,,,,,7,,0.011,0.037,0.08,1.76,,2.26,, ,18.7,2.02,,32
09/08/1996,,,,,,7,,0.01,0.041,0.06,1.86,,2.37,, ,19.8,2.02,,26
09/08/1996,,,,,,,,,,,,,,, ,,,,
14/08/1996,,,,,,6,,,,,,,,, ,,1.8,,
14/08/1996,,,,,,,,,,,,,,, ,,,,
20/08/1996,,,,,,8,,0.022,0.064,0.02,2.19,,2.86,, ,58.9,1.38,,1
20/08/1996,,,,,,,,,,,,,,, ,,,,
26/08/1996,,,,,,7,,0.011,0.044,0.05,2.8,,3.2,, ,41.8,0.71,,4
26/08/1996,,,,,,,,,,,,,,, ,,,,
02/09/1996,,,,,,9,,0.009,0.046,0.06,0.19,,0.63,, ,3.1,0.24,,2600
12/09/1996,,,,,,8,,,,,,,,, ,,1.39,,
12/09/1996,,,,,,,,,,,,,,, ,,,,
18/09/1996,,,,,,5,,0.012,0.029,0.01,1.61,,2.24,, ,20.8,0.93,,8
18/09/1996,,,,,,,,,,,,,,, ,,,,
24/09/1996,,,,,,2,,0.005,0.021,0.03,1.44,,2.12,, ,12.3,0.86,,8
24/09/1996,,,,,,,,,,,,,,, ,,,,
03/10/1996,,,,,,7,,0.005,0.034,0.005,0.34,,0.85,, ,21.5,1.14,,100
03/10/1996,,,,,,,,,,,,,,, ,,,,
08/10/1996,,,,,,5,,,,,,,,, ,,0.87,,
08/10/1996,,,,,,,,,,,,,,, ,,,,
14/10/1996,,,,,,6,,0.01,0.046,0.005,2,,2.64,, ,36.2,0.52,,6
14/10/1996,,,,,,,,,,,,,,, ,,,,
21/10/1996,,,,,,7,,0.006,0.033,0.005,0.92,,1.53,, ,29.7,0.33,,31
21/10/1996,,,,,,,,,,,,,,, ,,,,
30/10/1996,,,,,,4,,0.008,0.027,0.01,0.88,,1.29,, ,15.2,0.36,,4300
30/10/1996,,,,,,4,,0.005,0.026,0.01,0.87,,1.23,, ,13.7,0.4,,3500
30/10/1996,,,,,,,,,,,,,,, ,,,,
05/11/1996,,,,,,4,,0.001,0.007,0.01,1.67,,2.44,, ,23,0.05,,26
05/11/1996,,,,,,,,,,,,,,, ,,,,
06/11/1996,,103.5,21.1,7.92,51.5,,,,,0.01,3.24,,3.87,, ,,,16,28
06/11/1996,,,,,,,,,,0.01,3.42,,3.94,, ,,,22,24
14/11/1996,,,,,,6,,,,,,,,, ,,0.05,,
14/11/1996,,,,,,,,,,,,,,, ,,,,
22/11/1996,,,,,,3,,0.006,0.026,0.04,2.58,,3.36,, ,15.2,0.05,,8
22/11/1996,,,,,,,,,,,,,,, ,,,,
27/11/1996,,,,,,4,,0.005,0.026,0.01,2.56,,3.62,, ,11.9,0.05,,5
27/11/1996,,,,,,,,,,,,,,, ,,,,
03/12/1996,,,,,,4,,0.005,0.033,0.02,2.06,,2.63,, ,10.7,0.05,,9
03/12/1996,,,,,,4,,0.006,0.03,0.02,2.12,,2.64,, ,10.6,0.05,,4
03/12/1996,,,,,,,,,,,,,,, ,,,,
11/12/1996,,,,,,1,,,,,,,,, ,,0.19,,
11/12/1996,,,,,,,,,,,,,,, ,,,,
18/12/1996,,,,,,1,,0.007,0.027,0.12,1.94,,2.76,, ,1.9,0.31,,10
23/12/1996,,,,,,3,,0.009,0.032,0.03,2.4,,2.91,, ,11.4,0.34,,75
23/12/1996,,,,,,,,,,,,,,, ,,,,
03/01/1997,,,,,,2,,0.01,0.018,0.02,1.9,,2.37,, ,9.3,0.87,,10
03/01/1997,,,,,,,,,,,,,,, ,,,,
07/01/1997,,,,,,3,,0.006,0.02,0.01,2.19,,2.49,, ,12,0.64,,53
07/01/1997,,,,,,3,,0.005,0.022,0.02,2.01,,2.47,, ,11.42,0.64,,48
07/01/1997,,,,,,,,,,,,,,, ,,,,
14/01/1997,,,,,,6,,,,,,,,, ,,0.05,,
14/01/1997,,,,,,,,,,,,,,, ,,,,
22/01/1997,,,,,,1,,0.007,0.016,0.03,2.22,,2.68,, ,7,0.05,26,32
22/01/1997,,,,,,,,,,,,,,, ,,,,
29/01/1997,,,,,,1,,0.005,0.014,0.06,2.01,,2.35,, ,13.1,0.25,260,280
29/01/1997,,,,,,,,,,,,,,, ,,,,
31/01/1997,,,,,,,,,,0.31,3.06,,3.42,, ,,,900,3400
31/01/1997,,61,25,7.2,67.1,,,,,0.31,3,,3.86,, ,,,1200,3500
03/02/1997,,,,,,9,,0.005,0.032,0.005,0.13,,0.54,, ,17.4,1.31,64,64
03/02/1997,,,,,,,,,,,,,,, ,,,,
12/02/1997,,,,,,7,,,,,,,,, ,,2.25,,
12/02/1997,,,,,,,,,,,,,,, ,,,,
20/02/1997,,,,,,7,,0.007,0.051,0.03,0.005,,0.57,, ,34.8,0.75,100,54
20/02/1997,,,,,,,,,,,,,,, ,,,,
24/02/1997,,,,,,,,,,,,,,, ,,,,
25/02/1997,,,,,,6,,0.01,0.028,0.01,0.13,,0.68,, ,48.7,0.47,54,39
25/02/1997,,,,,,,,,,,,,,, ,,,,
07/03/1997,,,,,,,,,0.063,,,,,7.7, ,18.7,,,
07/03/1997,,,,,,,,,,,,,,5.6, ,,,,
07/03/1997,,,,,,,,,,,,,,6.4, ,,,,
07/03/1997,,,,,,14,,0.06,0.114,0.35,0.53,,1.38,, ,16.2,2.9,42,150
07/03/1997,,,,,,,,,,,,,,, ,,,,
13/03/1997,,,,,,,,,0.065,,,,,9.2, ,92.5,,,
13/03/1997,,,,,,,,,,,,,,7, ,,,,
13/03/1997,,,,,,7,,,,,,,,, ,,2.63,,
13/03/1997,,,,,,,,,,,,,,, ,,,,
18/03/1997,,,,,,,,,0.066,,,,,8.4, ,34.2,,,
18/03/1997,,,,,,,,,,,,,,6.5, ,,,,
18/03/1997,,,,,,7,,0.013,0.06,0.07,0.44,,1.2,, ,41.1,2.14,20,80
18/03/1997,,,,,,,,,,,,,,, ,,,,
24/03/1997,,,,,,,,,,,,,,4, ,,,,
24/03/1997,,,,,,,,,0.03,,,,,4.2, ,2.3,,,
24/03/1997,,,,,,,,,,,,,,10.8, ,,,,
24/03/1997,,,,,,,,,,,,,,7.8, ,,,,
24/03/1997,,,,,,5,,0.006,0.035,0.08,0.64,,1.37,, ,20.2,2.31,7,17
24/03/1997,,,,,,,,,,,,,,, ,,,,
26/03/1997,,,,,,,,,,,,,,, ,,,,
26/03/1997,,,,,,,,,,,,,,, ,,,,
02/04/1997,,,,,,,,,0.029,,,,,9.4, ,14.7,,,
02/04/1997,,,,,,,,,,,,,,8.8, ,,,,
02/04/1997,,,,,,,,,0.031,,,,,10.6, ,,,,
02/04/1997,,,,,,,,,,,,,,9.8, ,,,,
02/04/1997,,,,,,5,,0.008,0.033,0.12,0.73,,1.74,, ,15.2,1.6,19,42
02/04/1997,,,,,,,,,,,,,,, ,,,,
07/04/1997,,,,,,,,,,,,,,, ,,,,
07/04/1997,,,,,,,,,,,,,,, ,,,,
07/04/1997,,,,,,8,,0.005,0.046,0.1,1.14,,2,, ,26,2.74,40,110
07/04/1997,,,,,,,,,,,,,,, ,,,,
14/04/1997,,,,,,,,,0.034,,,,,10.1, ,14.9,,,
14/04/1997,,,,,,,,,0.045,,,,,9.7, ,,,,
14/04/1997,,,,,,,,,,,,,,7.8, ,,,,
14/04/1997,,,,,,,,,,,,,,7.9, ,,,,
14/04/1997,,,,,,4,,,,,,,,, ,14,2.75,,17
14/04/1997,,,,,,,,,,,,,,, ,,,,
22/04/1997,,,,,,,,,0.017,,,,,6.7, ,7.3,,,
22/04/1997,,,,,,,,,0.024,,,,,6.7, ,,,,
22/04/1997,,,,,,,,,,,,,,6.5, ,,,,
22/04/1997,,,,,,,,,,,,,,6.3, ,,,,
22/04/1997,,,,,,2,,0.011,0.021,0.07,2.04,,2.65,, ,7,1.98,8,4
22/04/1997,,,,,,,,,,,,,,, ,,,,
30/04/1997,,,,,,,,,0.01,,,,,5.2, ,1.4,,,
30/04/1997,,,,,,,,,0.014,,,,,5.3, ,,,,
30/04/1997,,,,,,,,,,,,,,4.8, ,,,,
30/04/1997,,,,,,,,,,,,,,4.6, ,,,,
30/04/1997,,,,,,2,,0.009,0.01627,0.17,2.25,,2.92,, ,1.5,1.59,14,6
30/04/1997,,,,,,2,,0.01,0.029,0.17,2.19,,2.92,, ,1.2,1.6,11,10
30/04/1997,,,,,,,,,,,,,,, ,,,,
06/05/1997,,,,,,,,,0.021,,,,,5.8, ,26.3,,,
06/05/1997,,,,,,,,,0.019,,,,,5.9, ,,,,
06/05/1997,,,,,,,,,,,,,,5.2, ,,,,
06/05/1997,,,,,,,,,,,,,,5.1, ,,,,
06/05/1997,,,,,,24,,0.012,0.027,0.16,3.24,,3.92,, ,26.8,1.79,12,14
06/05/1997,,,,,,,,,,,,,,, ,,,,
14/05/1997,,,,,,,,,0.034,,,,,0.6, ,15.9,,,
14/05/1997,,,,,,,,,0.039,,,,,0.5, ,,,,
14/05/1997,,,,,,9,,,,,,,,, ,,2.06,,
14/05/1997,,,,,,,,,,,,,,, ,,,,
19/05/1997,,,,,,,,,,,,,,, ,,,,
19/05/1997,,,,,,,,,,,,,,, ,,,,
19/05/1997,,,,,,4,,0.009,0.041,0.02,3.9,,4.42,, ,42.7,2.16,20,56
19/05/1997,,,,,,,,,,,,,,, ,,,,
28/05/1997,,,,,,,,,0.027,,,,,0.8, ,9.5,,,
28/05/1997,,,,,,,,,0.023,,,,,0.9, ,,,,
28/05/1997,,,,,,3,,0.015,0.026,0.04,1.18,,1.55,, ,10.8,1.48,4,35
28/05/1997,,,,,,,,,,,,,,, ,,,,
06/06/1997,,,,,,1,,0.015,0.035,0.03,1.48,,1.8,, ,4.9,1.48,5,8
12/06/1997,,,,,,2,,0.019,0.045,0.03,1.66,,2.27,, ,8.3,1.67,4,12
12/06/1997,,,,,,,,,,,,,,, ,,,,
19/06/1997,,,,,,1,,,,,,,,, ,,2.44,,
19/06/1997,,,,,,,,,,,,,,, ,,,,
24/06/1997,,,,,,4,,0.02,0.038,0.01,1.44,,1.94,, ,7.6,2.36,5,6
24/06/1997,,,,,,2,,0.019,0.037,0.01,1.38,,2.11,, ,8,2.35,13,5
24/06/1997,,,,,,,,,,,,,,, ,,,,
02/07/1997,,,,,,9,,0.048,0.072,0.1,0.64,,1.05,, ,4.8,1.62,140,740
08/07/1997,,,,,,6,,0.026,0.058,0.05,1.29,,1.79,, ,13.5,2.11,5,38
08/07/1997,,,,,,,,,,,,,,, ,,,,
17/07/1997,,,,,,6,,0.068,0.097,0.02,2.17,,2.9,, ,10.6,2.38,15,25
17/07/1997,,,,,,,,,,,,,,, ,,,,
25/07/1997,,,,,,10,,,,,,,,, ,,2.2,,
25/07/1997,,,,,,,,,,,,,,, ,,,,
29/07/1997,,,,,,7,,0.014,0.056,0.07,2.88,,3.82,, ,60.8,2,1,12
29/07/1997,,,,,,3,,0.014,0.057,0.06,2.82,,3.8,, ,61.7,2,55,5
29/07/1997,,,,,,,,,,,,,,, ,,,,
04/08/1997,,,,,,6,,0.009,0.066,0.02,2.61,,3.45,, ,72.4,1.56,0,9
04/08/1997,,,,,,,,,,,,,,, ,,,,
12/08/1997,,,,,,7,,,,,,,,, ,,1.31,,
12/08/1997,,,,,,,,,,,,,,, ,,,,
21/08/1997,,,,,,8,,0.018,0.076,0.03,4.16,,4.44,, ,92,0.72,0,0
21/08/1997,,,,,,,,,,,,,,, ,,,,
25/08/1997,,,,,,8,,0.01,0.034,0.01,3.66,,4.03,, ,72,0.12,0,2
25/08/1997,,,,,,,,,,,,,,, ,,,,
05/09/1997,,,,,,5,,0.006,0.031,0.01,1.89,,2.55,, ,39.9,0.24,14,53
05/09/1997,,,,,,,,,,,,,,, ,,,,
11/09/1997,,,,,,4,,,,,,,,, ,,0.44,,
11/09/1997,,,,,,,,,,,,,,, ,,,,
16/09/1997,,,,,,3,,0.004,0.019,0.01,1.03,,1.5,, ,16.3,0.37,16,7
16/09/1997,,,,,,,,,,,,,,, ,,,,
24/09/1997,,,,,,4,,0.01,0.037,0.02,2.7,,3.25,, ,33,0.74,11,18
24/09/1997,,,,,,,,,,,,,,, ,,,,
01/10/1997,,,,,,3,,0.009,0.031,0.02,0.8,,1.41,, ,6.8,0.76,12,60
01/10/1997,,,,,,,,,,,,,,, ,,,,
08/10/1997,,,,,,,,,,0.02,0.87,,1.28,, ,,,88,34
08/10/1997,,82,18.7,7.63,52.7,,,,,0.02,0.86,,1.24,, ,,,80,32
09/10/1997,,,,,,11,,0.03,0.068,0.19,0.89,,1.56,, ,3.9,1.48,2200,15000
17/10/1997,,,,,,3,,,,,,,,, ,,0.77,,
17/10/1997,,,,,,,,,,,,,,, ,,,,
21/10/1997,,,,,,1,,0.001,0.012,0.05,0.8,,1.16,, ,4,0.9,8,5
27/10/1997,,,,,,1,,0.004,0.009,0.04,1.44,,1.76,, ,4.9,0.85,24,6
05/11/1997,,,,,,1,,0.028,0.039,0.05,2.5,,3.01,, ,8,1.19,33,11
05/11/1997,,,,,,,,,,,,,,, ,,,,
10/11/1997,,,,,,2,,,,,,,,, ,,1.1,,
10/11/1997,,,,,,,,,,,,,,, ,,,,
20/11/1997,,,,,,1,,0.004,0.022,0.04,1.63,,2.2,, ,5.7,0.31,13,9
20/11/1997,,,,,,,,,,,,,,, ,,,,
26/11/1997,,,,,,2,2.5,0.005,0.018,0.005,2.34,,2.9,, ,11.7,0.48,45,15
26/11/1997,,,,,,,,,,,,,,, ,,,,
02/12/1997,,,,,,1,,0.001,0.015,0.02,2.05,,2.61,, ,3.8,0.66,49,36
10/12/1997,,,,,,,,,0.01,0.04,1.96,,2.68,, ,6.6,,40,15
10/12/1997,,89.4,24.2,7.76,56.6,,3.37,,0.01,0.04,1.93,,2.49,, ,6.6,,21,16
12/12/1997,,,,,,3,,0.012,0.014,0.02,2.32,,2.76,, ,6.4,1,13,8
12/12/1997,,,,,,,,,,,,,,, ,,,,
15/12/1997,,,,,,1,,0.005,0.009,0.02,2.66,,3.1,, ,4.2,0.83,10,12
22/12/1997,,,,,,2,,0.003,0.019,0.01,3.18,,3.8,, ,7.2,0.65,19,5
22/12/1997,,,,,,,,,,,,,,, ,,,,
30/12/1997,,,,,,2,,0.005,0.018,0.04,3,,3.59,, ,5.6,0.71,14,21
30/12/1997,,,,,,,,,,,,,,, ,,,,
08/01/1998,,,,,,2,,0.012,0.015,0.08,2.61,,3.01,, ,10.5,0.57,81,64
08/01/1998,,,,,,,,,,,,,,, ,,,,
14/01/1998,,,,,,3,,0.006,0.023,0.02,2.66,,3.45,, ,22.1,0.47,28,60
14/01/1998,,,,,,,,,,,,,,, ,,,,
21/01/1998,,,,,,12,,,,,,,,, ,,0.6,,
21/01/1998,,,,,,,,,,,,,,, ,,,,
21/01/1998,,,,,,,,,,,,,,, ,,,,
27/01/1998,,108.3,28.5,7.92,68.8,,6.58,,0.106,0.27,3.54,,4.24,, ,,,12,34
27/01/1998,,,,,,,,,0.114,0.27,3.57,,4.43,, ,,,24,30
30/01/1998,,,,,,14,,0.008,0.061,0.01,0.91,,1.57,, ,40.3,2.14,56,150
30/01/1998,,,,,,,,,,,,,,, ,,,,
03/02/1998,,,,,,1,,0.013,0.028,0.01,0.36,,0.94,, ,16.9,1.88,11,2
03/02/1998,,,,,,,,,,,,,,, ,,,,
09/02/1998,,,,,,4,,0.002,0.039,0.06,0.94,,1.84,, ,57.4,2.07,62,70
09/02/1998,,,,,,,,,,,,,,, ,,,,
20/02/1998,,,,,,2,,,,,,,,, ,,2.27,,
20/02/1998,,,,,,,,,,,,,,, ,,,,
26/02/1998,,,,,,2,,0.004,0.026,0.01,1.01,,1.51,, ,26.5,2.29,18,21
26/02/1998,,,,,,,,,,,,,,, ,,,,
04/03/1998,,,,,,1,,0.006,0.022,0.14,0.86,,1.45,, ,5.5,2.41,42,40
04/03/1998,,,,,,,,,,,,,,, ,,,,
10/03/1998,,,,,,5,,0.006,0.029,0.16,0.89,,1.77,, ,25.9,2.24,300,800
10/03/1998,,,,,,,,,,,,,,, ,,,,
16/03/1998,,,,,,2,,,,,,,,, ,,3.2,,
16/03/1998,,,,,,,,,,,,,,, ,,,,
24/03/1998,,,,,,3,,0.001,0.016,0.06,1.67,,2.28,, ,8.8,3.68,120,57
24/03/1998,,,,,,2,,0.001,0.014,0.06,1.73,,2.31,, ,9.8,3.74,92,41
24/03/1998,,,,,,,,,,,,,,, ,,,,
01/04/1998,,,,,,2,,0.003,0.011,0.2,1.7,,2.52,, ,6.3,3.89,27,27
01/04/1998,,,,,,,,,,,,,,, ,,,,
09/04/1998,,,,,,2,,,,,,,,, ,,2.7,,
09/04/1998,,,,,,,,,,,,,,, ,,,,
11/04/1998,,,,,,,,,0.015,0.14,1.97,,2.55,, ,,,54,65
11/04/1998,,87.6,22.2,7.53,73.1,,3.37,,0.011,0.15,2.06,,2.45,, ,,,78,400
14/04/1998,,,,,,2,,0.003,0.008,0.1,0.56,,0.88,, ,6.4,4.7,300,17
14/04/1998,,,,,,,,,,,,,,, ,,,,
23/04/1998,,,,,,6,,0.01,0.036,0.14,2.91,,4.53,, ,31.1,3.8,80,24
23/04/1998,,,,,,,,,,,,,,, ,,,,
28/04/1998,,,,,,4,,0.02,0.035,0.17,2.3,,2.8,, ,3.2,4,20,13
04/05/1998,,,,,,3,,0.017,0.025,0.16,1.05,,1.86,, ,1.8,3.6,27,36
15/05/1998,,,,,,6,,,,,,,,, ,,3.5,,
20/05/1998,,,,7.5,,4,,0.01,0.028,0.14,1.66,,2.31,, ,1.7,3.2,4,66
26/05/1998,,,,,,8,,0.003,0.025,0.09,0.63,,1.09,, ,3,1.8,15,38
02/06/1998,,,,,,4,,,,,,,,, ,,2.6,,
11/06/1998,,,,,,6,,0.018,0.044,0.09,1.14,,1.33,, ,1.3,2.3,3,4
18/06/1998,,,,,,6,,0.026,0.045,0.12,1.54,,2.1,, ,1.5,2.06,2,5
26/06/1998,,,,,,11,,0.021,0.051,0.06,0.4,,0.9,, ,2,1.5,31,44
02/07/1998,,,,,,10,,0.022,0.033,0.07,1.33,,1.75,, ,1,1.96,3,14
08/07/1998,,,,,,5,,0.027,0.03,0.1,1.57,,2.33,, ,0.6,2.27,5,13
14/07/1998,,,,,,5,,0.019,0.025,0.09,2.04,,2.45,, ,0.9,2.18,2,6
20/07/1998,,,,,,4,2.2,0.029,0.039,0.12,3.27,,3.69,, ,0.7,2.07,1,5
20/07/1998,,,,,,2,2.4,0.03,0.038,0.12,3.24,,3.35,, ,0.7,2.04,2,0.5
29/07/1998,,,,,,10,,0.016,0.04,0.09,1.74,,2.28,, ,2.2,1.96,8,11
06/08/1998,,,,,,4,,0.017,0.018,0.08,1.3,,1.71,, ,2,1.16,0.5,4
06/08/1998,,,,,,4,,0.012,0.022,0.07,1.32,,1.79,, ,2.2,1.19,6,3
10/08/1998,,,,,,,,,0.047,0.05,0.4,,0.79,, ,,,780,2900
10/08/1998,,98.6,13.5,7.47,185.6,,58.7,,0.05,0.05,0.39,,0.79,, ,,,690,2000
11/08/1998,,,,7.02,,15,22,0.01,0.039,0.08,0.51,,1.04,, ,3,2.17,280,620
